word,weight;
gili gili,-3.0;
urine,-3.0;
kebat,-3.0;
dedah,-4.0;
armada,-5.0;
tang,-5.0;
wan,-4.0;
gamang,-3.0;
cantik,-4.0;
rembes,-3.0;
rakaat,-4.0;
terowongan,-4.0;
vakum,-3.0;
faring,-5.0;
ramah,-3.0;
lontar,-3.0;
hanyut,-4.0;
sanggit,-5.0;
esensial,-4.0;
jajar genjang,-4.0;
lalat kerbau,-4.0;
keruan,-3.0;
jaring,-4.0;
duel,-4.0;
curang,-5.0;
tengak,-4.0;
dampak,-3.0;
layu,-4.0;
balela,-4.0;
rua,-4.0;
cacau,-5.0;
inspirasi,-3.0;
amuk amuk,-4.0;
petir,-3.0;
belit belit,-4.0;
lusuh,-5.0;
siar,-3.0;
galaba,-5.0;
pental,-3.0;
darurat,-4.0;
geming,-4.0;
hangit,-5.0;
gepok,-5.0;
realisasi,-3.0;
motivasi,-4.0;
angkat,-5.0;
kungkung,-3.0;
ajar,-3.0;
luwes,-4.0;
aco,-5.0;
pegawai negeri,-3.0;
parut,-3.0;
panar,-3.0;
oyok,-3.0;
cingangah,-4.0;
tele tele,-3.0;
serap,-3.0;
hilang pikir,-4.0;
getol,-3.0;
batil,-4.0;
telanjur,-5.0;
setip,-3.0;
kalimantang,-3.0;
salah urat,-3.0;
tempat,-3.0;
motif,-3.0;
indo,-3.0;
ziarah,-4.0;
adimarga,-4.0;
solang,-3.0;
kelik,-3.0;
berogak ogak,-4.0;
pusu,-4.0;
arus udara,-4.0;
cerah,-3.0;
bambu,-3.0;
bendera,-3.0;
empedal,-5.0;
cecunguk,-5.0;
tulah,-3.0;
barkas,-5.0;
canda,-4.0;
iring iring,-4.0;
datuk,-4.0;
kacrek,-3.0;
ametis,-4.0;
segi,-4.0;
gembira,-3.0;
batalion,-5.0;
asimilasi,-3.0;
reyot,-3.0;
jumpa,-4.0;
operasi,-4.0;
bengok,-4.0;
hujung,-3.0;
inklinasi,-3.0;
istimewa,-3.0;
pencar,-5.0;
huma,-4.0;
olah,-4.0;
jalan protokol,-4.0;
sentak,-5.0;
sakit hati,-3.0;
jeri,-3.0;
tawan,-3.0;
depak,-3.0;
halilintar,-3.0;
cekung,-4.0;
pelet,-3.0;
konkretisasi,-3.0;
saya,-3.0;
sengketa,-4.0;
omong,-4.0;
ejawantah,-3.0;
bondong bondong,-3.0;
jepit leher,-4.0;
relasi,-4.0;
tebar,-3.0;
serobot,-5.0;
hamun,-5.0;
jerum,-4.0;
skors,-3.0;
cetera,-4.0;
tancap,-3.0;
detektif,-3.0;
lompong,-5.0;
pucuk,-4.0;
alas,-4.0;
cimeng,-3.0;
baku,-3.0;
kabar,-3.0;
jotos,-3.0;
rasionalitas,-4.0;
bangsal,-3.0;
raban,-4.0;
maling,-5.0;
jilid,-5.0;
bidas,-5.0;
cerat,-3.0;
cekit,-4.0;
bungkus,-3.0;
derum,-4.0;
celuk,-3.0;
angkat topi,-4.0;
muas,-5.0;
catur,-3.0;
dengkur,-3.0;
tagar,-3.0;
tumang,-4.0;
ulur lidah,-5.0;
wenang wenang,-5.0;
maula,-4.0;
ledes,-3.0;
gali,-3.0;
sebar,-3.0;
nikah,-3.0;
ceku,-5.0;
dengkul,-3.0;
jalan tol,-4.0;
sementung,-5.0;
miring,-4.0;
tumbang,-5.0;
bondot,-5.0;
undi,-5.0;
pejajaran,-4.0;
kuat,-3.0;
minta,-4.0;
ruok,-5.0;
kecai,-5.0;
legalitas,-3.0;
pilin,-5.0;
rambang,-5.0;
kaidah,-4.0;
bucu,-3.0;
popok,-4.0;
kencan,-4.0;
germo,-5.0;
cerai,-4.0;
begundal,-3.0;
kukuh,-3.0;
ruyup,-4.0;
mendung,-3.0;
liang sanggama,-4.0;
sahabat,-4.0;
gelinjang,-3.0;
kebas,-3.0;
kerja keras,-5.0;
musyawarah,-3.0;
belah ketupat,-4.0;
sawat,-5.0;
terminal,-3.0;
tingkah,-5.0;
bayan,-4.0;
kantin,-4.0;
bendel,-5.0;
koplo,-3.0;
papar,-3.0;
dalil,-3.0;
papak,-3.0;
nuansa,-3.0;
enyah,-4.0;
capit,-3.0;
rencana,-4.0;
dewan,-3.0;
ceracau,-3.0;
repot,-5.0;
kemik,-3.0;
fasilitas,-4.0;
bombastis,-3.0;
didik,-3.0;
bencat,-5.0;
kikis,-3.0;
apiun,-3.0;
bedegong,-4.0;
fulan,-3.0;
iba,-5.0;
calar,-3.0;
flu,-3.0;
untun,-3.0;
bawang,-5.0;
ranap,-5.0;
cagun,-3.0;
biut,-5.0;
andeka,-3.0;
dahsyat,-5.0;
mungkir,-5.0;
becus,-4.0;
lantik,-3.0;
kisruh,-3.0;
memedi,-4.0;
gas,-4.0;
bapet,-4.0;
intrakalimat,-5.0;
berak,-4.0;
akidah,-3.0;
rayu,-4.0;
imbang,-3.0;
senging,-5.0;
timbang,-3.0;
irik,-3.0;
juragan,-4.0;
kir,-4.0;
vital,-4.0;
begu,-4.0;
tika pangkai,-4.0;
harap harap cemas,-3.0;
warita,-4.0;
bawa,-3.0;
rabu,-3.0;
surih,-3.0;
apatis,-5.0;
adu,-4.0;
agen rahasia,-3.0;
tanding,-4.0;
data,-3.0;
hasan,-4.0;
otak udang,-5.0;
asosiasi,-4.0;
teguk,-3.0;
natural,-3.0;
loneng,-3.0;
tuah,-3.0;
tadabur,-3.0;
lancang mulut,-4.0;
prinsipil,-4.0;
karet,-3.0;
corengmoreng,-4.0;
kelompok kelompok,-4.0;
gelisah,-4.0;
waduk,-3.0;
koyak koyak,-5.0;
wajar,-5.0;
inheren,-4.0;
hilang arwah,-4.0;
metamorfosis,-3.0;
soe,-5.0;
jeringing,-4.0;
lucut,-3.0;
empal,-4.0;
berangkat,-4.0;
apes,-5.0;
mansukh,-4.0;
sulit,-5.0;
tuli,-3.0;
kacek,-4.0;
gagar,-3.0;
gawat,-5.0;
berangkal,-3.0;
tenung,-3.0;
empap,-3.0;
prosedur,-4.0;
bernas,-3.0;
hop,-5.0;
pendam,-5.0;
syair,-3.0;
semok,-4.0;
tike,-3.0;
nujum,-4.0;
sabak,-3.0;
pukul,-4.0;
solot,-4.0;
selubung,-3.0;
bentur,-4.0;
usaha,-3.0;
tengkar mulut,-5.0;
lingkar,-3.0;
ligih,-4.0;
ejakulasi,-3.0;
sepak,-3.0;
kelesah,-5.0;
lindap,-3.0;
signifikansi,-4.0;
payah,-3.0;
sinkron,-3.0;
uci uci,-4.0;
serbu,-5.0;
gerebek,-3.0;
khisit,-5.0;
lipat,-3.0;
sarangan,-3.0;
kesambet,-3.0;
sutradara,-3.0;
kata ngatai,-5.0;
cacing es,-4.0;
beguk,-4.0;
bongkak,-3.0;
kalor,-4.0;
batu dahak,-4.0;
gegap,-5.0;
lotong,-4.0;
kacau,-4.0;
gemaung,-3.0;
pekak,-3.0;
tulang,-5.0;
adab,-3.0;
cilok,-3.0;
serpih,-4.0;
hajar,-5.0;
uang sogok,-3.0;
tanggal,-4.0;
buntung,-5.0;
hajat,-5.0;
batal,-3.0;
jorong,-3.0;
uang pecah,-4.0;
desas desus,-5.0;
prahara,-3.0;
mantap,-3.0;
jalan raya,-4.0;
batuk darah,-4.0;
tempelak,-5.0;
dursila,-5.0;
rebet,-5.0;
hinap hinap,-3.0;
tunjuk asa,-3.0;
rebeh,-5.0;
hirap,-3.0;
daulat,-5.0;
hancur lebur,-5.0;
disimilaritas,-4.0;
entak,-3.0;
tradisional,-5.0;
sengut sengut,-5.0;
meriang,-4.0;
sungkan,-4.0;
angin,-5.0;
sendi,-4.0;
nama buruk,-5.0;
dongkol,-4.0;
dalal,-3.0;
rompak,-5.0;
laboratorium,-3.0;
tunduk,-5.0;
someng,-4.0;
tongkrong,-3.0;
mutlak,-3.0;
eroton,-4.0;
endemi,-5.0;
lapuk,-5.0;
rabak,-3.0;
haram,-3.0;
jangkang,-5.0;
lap,-5.0;
sumpal,-3.0;
lembeng,-4.0;
imam,-3.0;
sembrono,-5.0;
jejas,-5.0;
hala balai,-4.0;
cikun,-5.0;
bundel,-5.0;
urit,-3.0;
bloon,-3.0;
kubra,-5.0;
hujah,-4.0;
longgok,-3.0;
cempek,-4.0;
khair,-4.0;
tonjok,-5.0;
gering hulu,-4.0;
anut,-3.0;
jaran,-3.0;
pering,-3.0;
silang,-4.0;
kasih kasihan,-3.0;
cecah,-3.0;
renung,-3.0;
bincang,-3.0;
gemap,-3.0;
dinding,-5.0;
buncit,-3.0;
kerakal,-3.0;
lancang,-5.0;
enggan,-5.0;
laten,-5.0;
luluh lantak,-5.0;
todong,-5.0;
sogo,-4.0;
fiskal,-3.0;
tekak,-4.0;
perlahan lahan,-4.0;
onyak anyik,-4.0;
rembet,-4.0;
fungsionaris,-3.0;
kembang,-4.0;
dugal,-5.0;
dobel,-3.0;
celemotan,-4.0;
tanur,-4.0;
sombong,-3.0;
faktor,-4.0;
anu,-3.0;
persuasi,-3.0;
welas,-3.0;
mangau,-4.0;
ulung,-4.0;
seraga,-3.0;
bait,-3.0;
terima,-3.0;
aspiran,-5.0;
dansa,-4.0;
friksi,-5.0;
pematang,-4.0;
lenyap,-5.0;
api api,-4.0;
gidik,-4.0;
mesut,-4.0;
seret,-3.0;
mesum,-5.0;
sukat,-5.0;
golak,-5.0;
aspek,-3.0;
amblas,-3.0;
fundamental,-4.0;
abuk,-3.0;
gunduk,-3.0;
beta,-3.0;
kemplang,-5.0;
abur,-5.0;
selap,-3.0;
tembelang,-5.0;
rumah tangga,-4.0;
jebeh,-5.0;
nikmat,-3.0;
babi buta,-4.0;
tahun,-5.0;
primer,-4.0;
geligi,-4.0;
bangkang,-4.0;
fulanah,-3.0;
tubuh,-3.0;
bulat,-3.0;
layon,-4.0;
baginda,-3.0;
selempang,-5.0;
esak,-3.0;
himpun,-4.0;
kunjung,-4.0;
belot,-5.0;
kilah,-4.0;
terang akal,-4.0;
es,-3.0;
kerepot,-3.0;
hadiah,-3.0;
dedikasi,-3.0;
sekat,-5.0;
cek,-4.0;
bumi,-3.0;
moderator,-3.0;
duli,-3.0;
hebat,-4.0;
berita,-4.0;
layang,-3.0;
selak,-5.0;
buta,-3.0;
nala,-3.0;
sekop,-3.0;
incit,-4.0;
batung batung,-4.0;
gesek,-3.0;
rongkol,-5.0;
tinju,-4.0;
kurang kurang,-3.0;
daftar,-3.0;
perahu,-4.0;
khawatir,-5.0;
ruang,-3.0;
kisi,-3.0;
ajang,-3.0;
kafetaria,-4.0;
masai,-4.0;
renyam,-3.0;
patgulipat,-5.0;
terali,-4.0;
rad,-3.0;
ijab,-4.0;
meluluhlantakkan,-4.0;
beron tak,-4.0;
enjak,-3.0;
beranda,-3.0;
perus,-5.0;
ahmak,-3.0;
pepak,-3.0;
ceroboh,-5.0;
cacing pipih,-4.0;
cuak,-4.0;
bison,-3.0;
pepat,-3.0;
kotak,-3.0;
anak bedil,-3.0;
tebal hati,-5.0;
tenggak,-3.0;
lampau,-4.0;
oven,-4.0;
kumpul,-3.0;
tumbu,-4.0;
conteng,-3.0;
satron,-5.0;
rasialisme,-5.0;
kilir,-3.0;
gagu,-3.0;
langking,-4.0;
bicu,-3.0;
dogol,-5.0;
camping,-3.0;
terban,-4.0;
cutel,-4.0;
amal,-4.0;
caci maki,-5.0;
analitis,-4.0;
hipotesis,-3.0;
sejuk,-3.0;
pelik,-4.0;
bubuk,-5.0;
inhibisi,-4.0;
hawar,-5.0;
tepi,-4.0;
libat libat,-4.0;
gamak,-4.0;
tua,-4.0;
susuh,-4.0;
ingsut,-3.0;
belis,-4.0;
oyak oyak,-4.0;
embarau,-3.0;
urut urut,-4.0;
santak,-3.0;
alobar,-4.0;
musnah,-5.0;
santap,-4.0;
kembang biak,-3.0;
resek,-4.0;
kelas,-3.0;
jalan bentar,-4.0;
colak caling,-5.0;
tun,-4.0;
gelut,-4.0;
buntang,-4.0;
uring uring,-5.0;
colok,-3.0;
gedembai,-4.0;
dupleks,-3.0;
antusias,-3.0;
rompeng,-4.0;
sagang,-3.0;
benderang,-3.0;
tenggan,-3.0;
cabar,-4.0;
celopar,-4.0;
sungkit,-3.0;
pongah,-5.0;
tarung,-3.0;
mara,-4.0;
cabuh,-3.0;
cupet,-5.0;
konotasi,-3.0;
ajaib,-4.0;
busut,-4.0;
mangkel,-4.0;
pacak,-4.0;
ringan mulut,-4.0;
main muda,-3.0;
telan,-5.0;
nyelekit,-4.0;
balung,-4.0;
pilon,-3.0;
gingsir,-3.0;
lalim,-5.0;
suntik,-3.0;
takul,-3.0;
tebal,-3.0;
merana,-4.0;
tak,-3.0;
bengkak,-4.0;
balut,-3.0;
duduk perut,-3.0;
sahih,-3.0;
kaos,-4.0;
kirai,-3.0;
lembap,-4.0;
orbit,-4.0;
wimana,-4.0;
peres,-3.0;
gontok,-4.0;
kolot,-5.0;
rajin,-3.0;
damai,-3.0;
rincu,-4.0;
balur,-4.0;
mamang,-4.0;
patos,-5.0;
perkakas,-3.0;
alih bentuk,-3.0;
asfal,-5.0;
tunu,-4.0;
tambak,-3.0;
oyak,-4.0;
injak,-3.0;
hirup,-3.0;
memble,-3.0;
siat,-4.0;
bonceng,-3.0;
rucah,-5.0;
penghisapan,-4.0;
kasur,-4.0;
susu,-4.0;
cukur,-4.0;
selusuh,-3.0;
timpuk,-5.0;
main mata,-5.0;
dongok,-5.0;
jorok,-5.0;
lebu,-3.0;
lamban,-4.0;
bijak,-4.0;
antagonisme,-4.0;
hindar,-4.0;
benta,-5.0;
becak,-5.0;
mengkal,-4.0;
beban,-5.0;
sekedup,-3.0;
serikat,-3.0;
ceronggah,-4.0;
cerabih,-4.0;
perak,-4.0;
coblos,-3.0;
jompo,-3.0;
dekat,-4.0;
dendeng,-4.0;
sedia,-3.0;
ira,-3.0;
gorek api,-4.0;
safa,-4.0;
riuh,-3.0;
sembam,-4.0;
gayung,-4.0;
isotop,-3.0;
bawa berat,-3.0;
proses,-3.0;
pandai,-4.0;
imbal,-3.0;
cicik,-4.0;
kesah,-3.0;
henyak,-4.0;
insaf,-4.0;
latis,-4.0;
tagut,-4.0;
iring,-3.0;
bebas,-4.0;
pemberitahuan,-3.0;
mungkar,-4.0;
serawak,-3.0;
gurau,-4.0;
cuka jawa,-5.0;
pegari,-3.0;
bulevar,-4.0;
sendiri,-4.0;
indusemen,-3.0;
kacuk,-4.0;
kawan,-4.0;
jurik,-4.0;
leta,-5.0;
berangai,-5.0;
obrol,-4.0;
cacing tanah,-4.0;
asor,-5.0;
sebit,-4.0;
parau,-4.0;
tumpang,-3.0;
aswad,-4.0;
putar putar,-4.0;
tipeks,-3.0;
singkat,-3.0;
gonjak,-5.0;
berat kepala,-5.0;
debat,-5.0;
belai,-4.0;
mikro,-3.0;
gemas,-5.0;
tobak,-3.0;
ampela,-5.0;
hidup,-4.0;
gombong,-3.0;
pancur,-3.0;
kopyor,-4.0;
sipongang,-3.0;
cabau,-4.0;
tolol,-5.0;
taji,-4.0;
musibah,-5.0;
ibunda,-5.0;
gemuk,-3.0;
lombong,-3.0;
gundu,-4.0;
sulut,-4.0;
cetek,-3.0;
ganduh,-3.0;
kabul,-3.0;
naas,-5.0;
cengkau,-4.0;
anak cucu,-3.0;
sembunyi sembunyi,-4.0;
sepai,-5.0;
manipulator,-4.0;
iktikad,-4.0;
cekok,-3.0;
caran,-4.0;
kembar,-3.0;
divergensi,-4.0;
rombeng,-3.0;
redik,-5.0;
bongok,-3.0;
berus,-4.0;
sentuk,-4.0;
silih,-3.0;
resah,-4.0;
gelatak,-4.0;
instansi,-3.0;
kerik,-3.0;
sempit,-4.0;
jolak,-3.0;
bersikukuh,-4.0;
sokom,-4.0;
hinggap,-3.0;
ogah ogah,-4.0;
drama,-4.0;
kenes,-3.0;
tepu,-3.0;
usang,-5.0;
terpa,-3.0;
tarak,-3.0;
opium,-3.0;
kolam,-3.0;
gigis,-4.0;
selerang,-5.0;
berat tulang,-4.0;
tumor,-4.0;
murka,-5.0;
acu,-4.0;
seberang,-3.0;
penjuru,-3.0;
gedor,-4.0;
waham,-3.0;
telinga lembut,-3.0;
rayah,-5.0;
denai,-4.0;
farak,-3.0;
salah tingkah,-4.0;
garu,-4.0;
langsai,-3.0;
ganas,-4.0;
tanggang,-5.0;
adat,-5.0;
bruto,-3.0;
baskom,-4.0;
surih cakap,-5.0;
rincis,-4.0;
apit,-4.0;
tatak,-4.0;
liang,-3.0;
biarawati,-3.0;
condong,-5.0;
luang,-3.0;
mairat,-5.0;
sarit,-4.0;
nyawa,-5.0;
geret,-3.0;
senggau,-4.0;
senggak,-5.0;
kacip,-3.0;
seksualitas,-5.0;
juz,-4.0;
sarik,-3.0;
obar,-4.0;
cena,-3.0;
cuca,-5.0;
antap,-5.0;
tikam,-4.0;
embek,-3.0;
amin,-3.0;
rongga,-3.0;
landas pesawat udara,-4.0;
larat larat,-4.0;
tekad,-3.0;
empuk,-4.0;
bidai,-4.0;
konkurensi,-4.0;
delegasi,-4.0;
isbat,-3.0;
tinja,-5.0;
pengar,-4.0;
ikan kena tuba,-4.0;
ceriwis,-4.0;
kutut,-3.0;
genjang,-4.0;
usul,-4.0;
filo,-3.0;
babil,-4.0;
jajal,-4.0;
abolisi,-3.0;
kawula,-3.0;
compes,-4.0;
kelipar,-4.0;
jerepet,-3.0;
aparatus,-3.0;
jelek,-5.0;
kacang,-4.0;
lengah,-4.0;
jauh hati,-3.0;
tumbuk akal,-5.0;
lengas,-4.0;
kharab,-5.0;
keputusasaan,-5.0;
palat,-5.0;
validitas,-3.0;
sinar,-3.0;
feses,-5.0;
gebok,-3.0;
teles,-4.0;
palolo,-4.0;
liang jimak,-4.0;
setor,-3.0;
bunduk,-3.0;
potel,-5.0;
bendu,-4.0;
mukim,-4.0;
banat,-4.0;
usrek,-5.0;
serindai,-5.0;
fatwa,-3.0;
bahan,-4.0;
lafal,-4.0;
langkau,-5.0;
gembrot,-3.0;
sistematik,-3.0;
cekluk,-4.0;
tensi,-4.0;
suni,-4.0;
modal,-3.0;
sistematis,-3.0;
larut,-5.0;
takar,-5.0;
informasi,3.0;
osteoporosis,-5.0;
hakam,-3.0;
kerising,-4.0;
kalang kabut,-4.0;
urita,-3.0;
kawin,-3.0;
lerai,-3.0;
geletik,-3.0;
congek,-3.0;
gosok,-5.0;
angkut,-5.0;
labuh,-4.0;
ketus,-4.0;
solek,-4.0;
senyur,-4.0;
dakwa,-4.0;
sirep,-3.0;
bunga hati,-3.0;
tusuk nusuk,-4.0;
susur tangan,-3.0;
safinah,-3.0;
aplikasi,-4.0;
mustaka,-3.0;
ketul,-3.0;
cantol,-3.0;
insinuasi,-4.0;
terima nyata,-4.0;
korupsi,-4.0;
olet,-3.0;
turut,-3.0;
jengkel,-4.0;
gelup,-4.0;
lalah,-5.0;
belati,-4.0;
lahang,-3.0;
laur,-4.0;
caplak,-4.0;
anak,-3.0;
gang,-4.0;
telanjang,-3.0;
oceh,-4.0;
puput,-3.0;
buka mata,-3.0;
kiamat,-3.0;
sanggah,-4.0;
interupsi,-5.0;
runjang,-3.0;
sera,-5.0;
jerat,-3.0;
eklektis,-3.0;
cura,-5.0;
serah jiwa raga,-4.0;
aneksasi,-5.0;
waras,-3.0;
sun,-3.0;
sember,-4.0;
cabang,-4.0;
jeput,-3.0;
mangut,-4.0;
sorang,-3.0;
dangkal,-4.0;
spion,-3.0;
luk,-3.0;
kesomplok,-4.0;
cengkelong,-5.0;
pengang,-3.0;
formal,-3.0;
prosais,-3.0;
seni,-4.0;
gebung,-5.0;
gabal,-5.0;
sayat hati,-4.0;
sela,-5.0;
belu belai,-4.0;
kembung,-3.0;
kehuru hara,-4.0;
keliru,-5.0;
serabutan,-5.0;
gerepes,-4.0;
balairung,-3.0;
seru,-5.0;
samar,-5.0;
siklon,-4.0;
bunga,-3.0;
rancap,-4.0;
diskrepansi,-3.0;
rancau,-3.0;
gencat,-5.0;
tonggak,-4.0;
puyan,-4.0;
kerumun,-4.0;
lalai,-3.0;
enas,-5.0;
lincah,-3.0;
rancak,-4.0;
telantar,-4.0;
mati pucuk,-5.0;
congkak,-3.0;
rapat rapat,-3.0;
cakus,-4.0;
morfin,-3.0;
bongkong,-3.0;
sabung nyawa,-3.0;
aco aco,-5.0;
colek api,-4.0;
sikat,-5.0;
ami,-3.0;
bergajul,-5.0;
slebor,-5.0;
birah,-3.0;
aja,-3.0;
mulus,-5.0;
demek,-4.0;
cekik,-4.0;
lihai,-4.0;
sempena,-3.0;
taun,-5.0;
gunung,-3.0;
akar,-3.0;
taut,-4.0;
raguk,-3.0;
tuas,-3.0;
merdesa,-5.0;
mala,-5.0;
keder,-4.0;
camuk,-4.0;
pusung,-3.0;
kincit,-5.0;
cemeh,-4.0;
kafilah,-4.0;
lolos,-4.0;
hati walang,-3.0;
menceret,-5.0;
inaugurasi,-3.0;
jebur,-5.0;
rompong,-3.0;
tingau,-4.0;
hina lanyak,-5.0;
tapa,-3.0;
sadau,-3.0;
permai,-4.0;
cerita burung,-5.0;
lusuh kelasah,-5.0;
tuba,-5.0;
serta,-3.0;
tunda,-3.0;
sandar,-4.0;
narasi,-4.0;
ons,-5.0;
bengkok,-4.0;
perut,-3.0;
ketes,-3.0;
timbang nimbang,-3.0;
sumbing,-4.0;
seranah,-3.0;
seman,-5.0;
sigap,-3.0;
wangsit,-3.0;
cungkil,-4.0;
bentak,-5.0;
asumsi,-3.0;
cupul,-5.0;
lompat,-5.0;
arbitrer,-5.0;
kerosek,-3.0;
jobak,-3.0;
serenging,-5.0;
jongkok,-5.0;
teks,-3.0;
ranai,-4.0;
hakiki,-4.0;
geladir,-5.0;
anak air,-4.0;
sangsi,-5.0;
garang,-5.0;
lintar,-3.0;
dangkap,-3.0;
kejar,-3.0;
el,-3.0;
temu roma,-4.0;
mam,-5.0;
serampang,-5.0;
bekicot,-4.0;
bangle,-4.0;
usik,-5.0;
teladan,-3.0;
patuk,-5.0;
daya upaya,-4.0;
patut,-5.0;
lata,-5.0;
bengkerap,-4.0;
senat,-3.0;
corak,-3.0;
kerabat,-4.0;
luntur,-3.0;
baran,-5.0;
deklarasi,-3.0;
relevansi,-4.0;
kedut,-4.0;
idola,-3.0;
toboh,-4.0;
senteng,-5.0;
refleksi,-3.0;
jihad,-3.0;
simpatik,-4.0;
timbul,-3.0;
timbun,-3.0;
kunarpa,-4.0;
pialang,-3.0;
udak,-3.0;
berat ekor,-4.0;
kasep,-4.0;
keremus,-4.0;
gagap,-5.0;
patut matut,-3.0;
cakap angin,-4.0;
cercah,-5.0;
kubur,-3.0;
gembil,-4.0;
hilang semangat,-4.0;
reken,-3.0;
sambit,-5.0;
belingsat,-4.0;
lembaga,-3.0;
seluk beluk,-4.0;
sita,-5.0;
oyong,-4.0;
buku,-5.0;
bebat,-3.0;
pendek akal,-3.0;
beli,-3.0;
sembilu,-4.0;
mumi,-4.0;
cempala mulut,-5.0;
putih,-4.0;
tetes darah,-3.0;
bulsak,-4.0;
gapura,-4.0;
angkup,-3.0;
gereget,-4.0;
inferior,-4.0;
kunyah,-4.0;
titik berat,-3.0;
ahli bahasa,-3.0;
dampar,-5.0;
cempelung,-5.0;
gempur,-3.0;
jemari,-4.0;
resesi,-5.0;
bongkar bangkir,-5.0;
reca,-3.0;
roh jahat,-4.0;
pub,-4.0;
berat otak,-4.0;
kias,-4.0;
tutur bahasa,-3.0;
basi,-5.0;
singsing,-3.0;
sayu rayu,-3.0;
tangis,-5.0;
ampel,-3.0;
haru,-4.0;
lotre,-5.0;
amtenar,-3.0;
ketuat,-4.0;
arik,-3.0;
dongkel,-3.0;
riuk,-3.0;
wejang,-3.0;
rompyok,-5.0;
cincong,-4.0;
bangai,-3.0;
kuno,-5.0;
ketumbu,-4.0;
dina,-5.0;
tekek,-3.0;
sapi jantan,-3.0;
warta,-3.0;
pumpun,-3.0;
sivilisasi,-3.0;
batuk lelah,-4.0;
lalu,-4.0;
beda beda,-3.0;
kapal,-3.0;
laksana,-3.0;
emper,-3.0;
cetak,-5.0;
tumpul otak,-3.0;
tegak,-4.0;
bentok,-4.0;
suruk,-5.0;
talun talun,-3.0;
stori,-5.0;
bongak,-5.0;
tokok,-3.0;
renyem,-3.0;
embus,-3.0;
hitung,-3.0;
jamin,-5.0;
kering,-3.0;
gempita,-5.0;
tarah,-3.0;
kardinal,-4.0;
edar,-3.0;
pada,-3.0;
lebar,-3.0;
gebang,-4.0;
tonjol,-3.0;
goyah gerak,-4.0;
metode,-5.0;
keras kerasan,-4.0;
pantai,-4.0;
karat,-4.0;
pantak,-4.0;
gara gara,-5.0;
legalisasi,-3.0;
ginding,-4.0;
tunggul,-3.0;
karu,-5.0;
kilang,-3.0;
tosan aji,-4.0;
mulut gapil,-4.0;
agen,-3.0;
selinap,-5.0;
timpang,-4.0;
parlente,-4.0;
sontak,-4.0;
gendut,-3.0;
gel,-3.0;
sisalak,-4.0;
zero,-3.0;
lantak,-4.0;
tian,-3.0;
pasal,-4.0;
simak,-5.0;
main kayu,-3.0;
azimat,-4.0;
jalar,-3.0;
kompleksitas,-4.0;
kerkau,-4.0;
garit,-3.0;
jembalang,-4.0;
sirah,-5.0;
agam,-3.0;
silang selisih,-4.0;
bangkit,-5.0;
amah,-5.0;
cegak,-4.0;
ceracam,-4.0;
watu,-3.0;
indolen,-4.0;
sapi,-3.0;
goyah,-4.0;
muflis,-4.0;
kedai minum,-4.0;
kabin,-3.0;
pekir,-4.0;
zikir,-3.0;
lidi,-5.0;
semaput,-4.0;
kempa,-3.0;
landas,-4.0;
ukir,-5.0;
hamil,-5.0;
gaduh,-3.0;
cengung,-3.0;
hamik,-3.0;
kambuh,-4.0;
tukar,-3.0;
tukas,-5.0;
bahlul,-5.0;
makan bawang,-5.0;
sodor,-3.0;
sangit,-5.0;
belendung,-3.0;
malu mata,-4.0;
bersiteguh,-4.0;
