word,weight;
insyaallah,2.0;
khasiat,4.0;
berkat,1.0;
hikmah,2.0;
siph,2.0;
wewenang,2.0;
mojang,2.0;
lunch,3.0;
aziz,2.0;
favorit,5.0;
okay,4.0;
tani,2.0;
cicip,3.0;
laun,1.0;
bilas,1.0;
lunas kapal,2.0;
reparasi,3.0;
gontai,1.0;
live,3.0;
pandu,3.0;
gurufavorit,3.0;
friends,3.0;
rektifikasi,1.0;
mamak,2.0;
citra,2.0;
andai,2.0;
assalamualaikum,3.0;
arabika,2.0;
bayang,2.0;
rekonsiliasi,4.0;
simbok,2.0;
saldo,2.0;
islam,4.0;
filial,2.0;
putar,1.0;
inovasi,4.0;
deposito,3.0;
hy,1.0;
komedi,3.0;
bebodoran,2.0;
deket,1.0;
dewasa,2.0;
dagel,3.0;
kasad,1.0;
tawakal,3.0;
cash,2.0;
pamrih,1.0;
join,1.0;
pancaroba,1.0;
modifikasi,2.0;
khusyuk,3.0;
adi,2.0;
sob,2.0;
vote,1.0;
iflix,1.0;
gratifikasi,2.0;
pamit,2.0;
ekstra,3.0;
angguk,1.0;
joli,1.0;
herbal,2.0;
sesuai,3.0;
sekata,3.0;
utopia,2.0;
rahim,2.0;
geleser,1.0;
special,4.0;
nafkah,3.0;
sabar,5.0;
mufakat,4.0;
karunia,4.0;
komisi,3.0;
check,1.0;
nasi,2.0;
substansial,1.0;
trima,1.0;
bagi,2.0;
tiara,3.0;
lanjut,1.0;
pelancar,2.0;
say,1.0;
ajak,1.0;
publikasi,2.0;
hastag,1.0;
diskaun,3.0;
jumat,2.0;
babe,3.0;
rapal,1.0;
setir,1.0;
muslim,3.0;
rinai,1.0;
swagriya,2.0;
maksimal,3.0;
smartphone,1.0;
sharing,3.0;
lovers,4.0;
bahas,2.0;
lenggang,2.0;
monggo,3.0;
aba,2.0;
abi,2.0;
queen,2.0;
ekonomis,3.0;
refresh,2.0;
orang islam,2.0;
nice,4.0;
ayahanda,1.0;
toreh,1.0;
definit,2.0;
jali,2.0;
konkret,3.0;
chat,3.0;
alim,2.0;
fanbase,3.0;
reseptor,2.0;
maujud,2.0;
merah jambu,3.0;
eviden,3.0;
sensibel,2.0;
coffee,2.0;
sparing,3.0;
real,2.0;
biasa,2.0;
simpul,3.0;
rizki,4.0;
sweet,3.0;
adzan,3.0;
transparansi,2.0;
salamat,4.0;
dear,2.0;
candang,2.0;
jalanin,2.0;
pandai bicara,3.0;
alim arif,4.0;
single,3.0;
langgam,2.0;
merah muda,3.0;
kesatria,2.0;
determinasi,3.0;
medium,2.0;
jentelmen,3.0;
faktual,3.0;
krim,1.0;
jamiah,1.0;
tunggu dunia,2.0;
tayang,2.0;
snapback,2.0;
pinky,3.0;
favorite,4.0;
couple,2.0;
syarikat,3.0;
drum,2.0;
tengkurap,2.0;
nada,2.0;
yukk,4.0;
hostel,1.0;
rembuk,3.0;
pesanggrahan,2.0;
pose,3.0;
mobil,1.0;
care,2.0;
baju,2.0;
adaptasi,2.0;
help,2.0;
konferensi,2.0;
gerak gerik,1.0;
sikap,1.0;
selaras,3.0;
hamba allah,3.0;
habituasi,1.0;
ciyeee,1.0;
renang,1.0;
itihad,3.0;
inap,2.0;
bismillah,4.0;
kualitas,4.0;
stabil,4.0;
parkir,1.0;
arung,1.0;
enjoy,3.0;
motel,1.0;
telungkup,1.0;
booking,2.0;
plus,2.0;
reply,2.0;
losmen,2.0;
kenek,1.0;
tukar pikir,3.0;
teh,1.0;
hotel,1.0;
perilaku,2.0;
rajah,1.0;
gerak laku,1.0;
semerbak,2.0;
arsitektur,2.0;
size,1.0;
diskon,2.0;
konstelasi,2.0;
gelak,4.0;
sketsa,2.0;
tingkah laku,1.0;
karya,3.0;
great,3.0;
sanjung sanjung,2.0;
rata,1.0;
antologi,1.0;
selfie,2.0;
kiprah,3.0;
verbal,1.0;
puji muji,4.0;
aksi,2.0;
ngopi,3.0;
solo,2.0;
eaa,1.0;
koleksi,1.0;
pertahanin,1.0;
undang,2.0;
patuh,4.0;
lambung,2.0;
rohaniah,2.0;
ratu,2.0;
cium telapak kaki,1.0;
mahal,-4.0;
puas,3.0;
siuman,3.0;
lupain,1.0;
musik,2.0;
streng,1.0;
sponsor,2.0;
dukung,4.0;
telaten,4.0;
suporter,3.0;
tangan,1.0;
tetap hati,3.0;
solusi,3.0;
homogen,2.0;
sastra,2.0;
import,2.0;
lukis,2.0;
perkasa,4.0;
esai,2.0;
sumbu,2.0;
slow,1.0;
dogmatis,2.0;
sokong,3.0;
rilis,3.0;
hikmat,3.0;
resolusi,3.0;
kuat batin,3.0;
alot,1.0;
simple,3.0;
okeey,2.0;
mancing,2.0;
proud,5.0;
voucher,3.0;
teguh batin,3.0;
berkah,4.0;
arak,2.0;
mimpi,2.0;
team,1.0;
silir milir,2.0;
moga moga,1.0;
yaaaa,1.0;
kado,2.0;
terimaksih,4.0;
limpah,1.0;
doain,2.0;
baby,2.0;
challenge,2.0;
welcome,4.0;
jilbab,3.0;
game,2.0;
tuntas,2.0;
temennya,1.0;
masjid,3.0;
kucup,2.0;
bantuin,3.0;
ibadah,4.0;
pelangi,4.0;
rejeki,4.0;
tunai,3.0;
quran,3.0;
produktif,2.0;
alhamdulilah,3.0;
rampung,3.0;
ikhlas,4.0;
shiawase,2.0;
kam,2.0;
subur,2.0;
religi,1.0;
birthday,4.0;
khayal,2.0;
parade,1.0;
surau,2.0;
milik,1.0;
koordinasi,1.0;
normal,1.0;
sejati,3.0;
pseudonim,2.0;
juta,2.0;
ustazah,3.0;
dicuekin,1.0;
judul,2.0;
novel,2.0;
resmi,5.0;
sukacita,2.0;
libur,3.0;
prospek,3.0;
gurih,1.0;
matahari,2.0;
visi,2.0;
familiar,2.0;
substansi,1.0;
ganjar balas,1.0;
jago,3.0;
irama,4.0;
artis,2.0;
portofolio,2.0;
alaikum,2.0;
invitasi,2.0;
entitas,1.0;
premium,2.0;
fantasy,2.0;
mentab,2.0;
salambersama,1.0;
muji,2.0;
poin,2.0;
sedap,5.0;
lulus,5.0;
ijtihad,3.0;
ahli agama,1.0;
pangeran,1.0;
sahaja,2.0;
rasai,1.0;
solat,1.0;
silaturahim,4.0;
pundi pundi,2.0;
promote,3.0;
majubersama,3.0;
oportunitas,3.0;
standardisasi,2.0;
trimakasih,4.0;
ustadz,3.0;
pandang,2.0;
ringan kepala,2.0;
karib,4.0;
fair,3.0;
asli,2.0;
simpat,4.0;
tulus,4.0;
otak encer,2.0;
perjuangin,3.0;
talen,2.0;
dede,1.0;
nabi,2.0;
kualifikasi,2.0;
intim,2.0;
peka,2.0;
awet,4.0;
budi pekerti,3.0;
sensitif,1.0;
manfaat,5.0;
harga,3.0;
congrats,3.0;
kapabilitas,3.0;
kekal,3.0;
akrab,3.0;
soleha,3.0;
get well soon,2.0;
girang,3.0;
nila,2.0;
cerdik,2.0;
seragam,1.0;
kucil,1.0;
segenap,2.0;
siap,2.0;
permata,3.0;
natal,1.0;
pati,3.0;
ngurusin,2.0;
show,2.0;
hijau,3.0;
tajam otak,4.0;
personalitas,1.0;
perata,2.0;
qadim,3.0;
fine,3.0;
selenggara,3.0;
tablig,1.0;
koordinator,2.0;
sumringah,4.0;
boleh,2.0;
santai,2.0;
riang,3.0;
diamond,3.0;
cool,2.0;
kerjasama,3.0;
moga,1.0;
hidang,2.0;
ratna,2.0;
taruh hati,3.0;
gombal,2.0;
imbuh,1.0;
genius,3.0;
naik,1.0;
taman,1.0;
music,1.0;
fitrah,3.0;
mata cahari,2.0;
kini,3.0;
pundi,2.0;
salam,3.0;
puji,4.0;
jenak,1.0;
sanjung,2.0;
lebun,3.0;
wadak,3.0;
lebuk,3.0;
dikara,3.0;
khalis,4.0;
faktitius,3.0;
stabilitas,4.0;
bapa,3.0;
tekan jiwa,4.0;
tempo tempo,3.0;
piuh,3.0;
anak sekolah,3.0;
promosi,3.0;
takyin,3.0;
ketapak,3.0;
kunci,3.0;
lancung,3.0;
ansar,4.0;
binen,3.0;
abid,3.0;
awak,5.0;
belukar,3.0;
sendeng,4.0;
komplet,3.0;
amerta,3.0;
analisis,4.0;
karyawan,3.0;
kondang,5.0;
kalong,3.0;
rias,3.0;
kecong,3.0;
dewana,3.0;
perwira,4.0;
tela,3.0;
sarap,3.0;
candrasa,3.0;
pegang kitab,4.0;
sufi,4.0;
letak,4.0;
digdaya,4.0;
kadang,3.0;
rentang,3.0;
formasi,3.0;
prawira,4.0;
kesohor,5.0;
mabrur,4.0;
harkat,5.0;
susur,3.0;
inayat,4.0;
bantah bantah,5.0;
kadar,5.0;
derau,3.0;
distribusi,3.0;
unggul,5.0;
mulut sungai,4.0;
wekel,4.0;
cantum,4.0;
harta,4.0;
sakelek,4.0;
elok,3.0;
fit,4.0;
widyaiswara,3.0;
paduka,4.0;
hikayat,3.0;
cendera,4.0;
ugahari,3.0;
sepatu,3.0;
kawak,5.0;
azamat,4.0;
angan,3.0;
sekah,3.0;
tundang,3.0;
bausuku,3.0;
perinci,3.0;
suai,3.0;
jala,3.0;
resam,3.0;
ahad,3.0;
martabat,4.0;
andur,3.0;
cermin,3.0;
lurus,4.0;
juak juak,5.0;
fantasi,3.0;
makhluk,3.0;
rana,4.0;
alun,3.0;
bubuh,4.0;
andil,4.0;
gatra,3.0;
petah lidah,4.0;
tengkuluk,3.0;
instingtif,3.0;
donatur,3.0;
jibilah,4.0;
pusaka,4.0;
perseptif,3.0;
otomatis,3.0;
preinan,3.0;
mangkak,3.0;
warok,3.0;
paket,4.0;
endut endut,3.0;
eksklusif,4.0;
runtut,3.0;
daun,4.0;
mata gawai,4.0;
hayo,4.0;
sinuhun,4.0;
longo,3.0;
sosialita,5.0;
hipotetis,3.0;
perai,3.0;
mampu,4.0;
fatamorgana,3.0;
ledos,3.0;
sungging,5.0;
spesialis,4.0;
refleks,3.0;
jenang,4.0;
dok,4.0;
dol,3.0;
metah,4.0;
malayari,3.0;
maimun,4.0;
datar,3.0;
gajak,4.0;
bakir,4.0;
kenduri,4.0;
delusi,3.0;
kelos,3.0;
telur,3.0;
preventif,4.0;
tongkat,3.0;
ekstremis,3.0;
sosialistis,3.0;
tungkak,4.0;
khusus,3.0;
perian,3.0;
sauk,3.0;
serentak,3.0;
panggul,4.0;
gubah,3.0;
bagak,5.0;
bagas,5.0;
angan angan,4.0;
takwa,4.0;
sali,3.0;
jreng,3.0;
figur,3.0;
oleh,3.0;
arif,3.0;
gebyar,4.0;
pionir,3.0;
penting,5.0;
napas,3.0;
trengginas,5.0;
pulut,3.0;
bangun,3.0;
jaya,4.0;
sintal,3.0;
stupa,4.0;
jantan,5.0;
jabar,3.0;
intuitif,3.0;
impulsif,3.0;
inferensi,3.0;
jasa,4.0;
sintetis,3.0;
ramanda,3.0;
intan,3.0;
takrif,3.0;
moratorium,3.0;
kira,-2.0;
benang,4.0;
servis,3.0;
reksa,3.0;
bugar,4.0;
silang dapat,3.0;
kakek,3.0;
gengsi,4.0;
karsa,3.0;
kesan,4.0;
kaisar,4.0;
catat,3.0;
bentuk,4.0;
rais,3.0;
atas,3.0;
studi,4.0;
fusi,4.0;
ibu,3.0;
moblong,3.0;
tulen,3.0;
lindu,4.0;
lantip,3.0;
daya tahan,5.0;
cucu adam,3.0;
pelesir,3.0;
sangkil,4.0;
daim,3.0;
riah,3.0;
kimah,5.0;
surat tanah,3.0;
kundang,5.0;
salim,4.0;
rimba,3.0;
estetik,4.0;
murid,3.0;
umi,4.0;
muktamar,4.0;
tanda tanda,4.0;
sunan,4.0;
tawarikh,3.0;
urai,3.0;
lampu,4.0;
efek,3.0;
rafi,3.0;
transendental,3.0;
jadah,3.0;
produk,3.0;
cedok,3.0;
animo,4.0;
suam suam kuku,4.0;
paya,4.0;
pantul,3.0;
panorama,3.0;
nama,4.0;
samseng,3.0;
talenta,4.0;
bangkit selera,3.0;
tasamuh,5.0;
ura ura,4.0;
khas,4.0;
pokta,5.0;
resep,3.0;
anggar anggar,3.0;
lestari,4.0;
emir,4.0;
siswa,3.0;
kontributor,3.0;
minat,4.0;
vista,3.0;
tepat,3.0;
mahdi,3.0;
contoh,4.0;
roh,4.0;
sarju,4.0;
anak sasian,3.0;
tuan,4.0;
bapang,3.0;
santer,4.0;
kohesi,4.0;
seraya,4.0;
jebak,3.0;
jelang,3.0;
wisma,3.0;
lambuk,3.0;
sumber,4.0;
kits,5.0;
nali,3.0;
konsultasi,3.0;
bakh,4.0;
ordo,3.0;
cekel,4.0;
orde,3.0;
tumpil,3.0;
direktur,3.0;
jiwa,3.0;
praktis,4.0;
santir,3.0;
pakai,4.0;
denda,3.0;
akil,4.0;
bos,3.0;
eka,3.0;
lakeri,3.0;
transparan,3.0;
prei,3.0;
pere,3.0;
sendat,4.0;
peri,3.0;
ulama,3.0;
aya,3.0;
pintas,3.0;
mikroanalisis,3.0;
nirmala,4.0;
kamil,3.0;
kanjang,4.0;
perdeo,4.0;
benak,3.0;
arketipe,3.0;
daya gabung,4.0;
vitalitas,3.0;
perlup,3.0;
primbon,4.0;
hampar,3.0;
mustajab,4.0;
kontemporer,3.0;
purusa,3.0;
kodrat,4.0;
karimah,4.0;
misbah,4.0;
girang lega,4.0;
nuftah,3.0;
inventivitas,4.0;
tentu,3.0;
cerap,3.0;
prima,4.0;
intelektual,3.0;
zaim,3.0;
preferensi,3.0;
gombroh,3.0;
pangus,5.0;
permanen,3.0;
benang raja,4.0;
prodeo,4.0;
eja,3.0;
sawala,3.0;
lampas,4.0;
sempena hati,4.0;
tiris,3.0;
gusti,4.0;
bianglala,4.0;
tating,3.0;
senandung,4.0;
prakarsa,3.0;
gembur,5.0;
kelilip,3.0;
semarak,3.0;
hasrat,3.0;
nanti,3.0;
terus,2.0;
simetris,3.0;
protektor,3.0;
patok,4.0;
ventura,3.0;
pegah,5.0;
sero,3.0;
polemik,3.0;
aras,4.0;
keluar darah,4.0;
widita,4.0;
kebaji,4.0;
sender,4.0;
cari akal,3.0;
fertil,4.0;
kusa,3.0;
bineka,3.0;
wantah,3.0;
ideal,3.0;
pinda,4.0;
samun,3.0;
mustaid,3.0;
solah,4.0;
puadai,4.0;
mullah,3.0;
aneka,3.0;
adakala,3.0;
dispensasi,3.0;
anggar,3.0;
sublim,3.0;
prominen,5.0;
disiplin,3.0;
kosen,4.0;
bilhak,3.0;
pestaka,4.0;
kincung,3.0;
cumil,4.0;
bekal,3.0;
sendel,4.0;
traktat,3.0;
terjemah,3.0;
pejatian,3.0;
infinit,3.0;
ambil contoh,4.0;
mekar,3.0;
klien,4.0;
sosial,4.0;
kempuh,5.0;
rupa,3.0;
radu,3.0;
alem,4.0;
sembuh,4.0;
ulur,3.0;
garda,3.0;
kincang,3.0;
keduduk,4.0;
cenangkas,3.0;
bingkas,3.0;
montok,3.0;
pop,5.0;
pola,3.0;
anak didik,3.0;
dekorasi,5.0;
status,4.0;
tumpah,3.0;
eneng,5.0;
tempuh hidup,3.0;
celengan,3.0;
hutan,3.0;
pacangan,3.0;
mukibat,3.0;
hilir,4.0;
populer,5.0;
ampuh,4.0;
lapang,3.0;
lintas rimba,3.0;
tanda jasa,4.0;
sami,3.0;
pas,3.0;
manila,5.0;
riil,4.0;
kreativitas,4.0;
ketuk,3.0;
rekognisi,5.0;
girang ceria,4.0;
pamor,3.0;
mulia,3.0;
khalas,3.0;
kaca,4.0;
asoi,3.0;
sportif,3.0;
guntang guntang,3.0;
damar,4.0;
momentum,3.0;
segar,4.0;
dodor,3.0;
klasik,3.0;
purna,3.0;
kumai,3.0;
federasi,3.0;
lunak,5.0;
debuk,3.0;
pajang,4.0;
ilusi,3.0;
fatanah,3.0;
kaki tangan,4.0;
gera,4.0;
tersem bunyi,5.0;
rumput,3.0;
simpleks,3.0;
nuri,3.0;
spesialisasi,3.0;
kalis,4.0;
seemak,3.0;
julat,3.0;
catu,4.0;
nyana,3.0;
cebak,3.0;
semara,4.0;
fadil,3.0;
punia,4.0;
kecambah,3.0;
tenaga,3.0;
tutuk,3.0;
tangsel,3.0;
damba,3.0;
romantis,4.0;
monopoli,3.0;
interpretasi,3.0;
sambung tangan,4.0;
ab,3.0;
wiladah,3.0;
sri paduka,4.0;
umat,3.0;
derma,3.0;
labiovelar,4.0;
langsung,3.0;
sregep,4.0;
gol,3.0;
rampuh,3.0;
kampanye,3.0;
putra,3.0;
sen,4.0;
drama ria,3.0;
deteksi,3.0;
ambisi,4.0;
tedas,3.0;
tepa salira,5.0;
ngira,3.0;
urus,2.0;
probabilitas,3.0;
vila,3.0;
degap,3.0;
mufaham,3.0;
tandas,3.0;
komplemen,5.0;
mahabah,4.0;
nafsu,3.0;
efisien,4.0;
gigi,3.0;
ulur tangan,4.0;
adun,3.0;
suasana,4.0;
sani,3.0;
cempiang,3.0;
kujarat,5.0;
zakelek,4.0;
margrit,3.0;
afdal,3.0;
foto,-2.0;
salah ketik,-3.0;
ketik,2.0;
tukar cincin,3.0;
betapa,4.0;
panas kuku,4.0;
distingtif,4.0;
jaswadi,3.0;
muara,4.0;
samad,3.0;
perhati,4.0;
suplemen,5.0;
dusin,4.0;
wisuda,3.0;
plong,3.0;
muai,3.0;
isi perut,3.0;
tahan lasak,4.0;
transaksi,3.0;
kreatif,4.0;
grahita,3.0;
kategori,4.0;
autentik,3.0;
wawancara,3.0;
dominasi,3.0;
mola,4.0;
anggap,3.0;
prabu,4.0;
bapanda,3.0;
rotan,4.0;
kudus,4.0;
derajat,4.0;
sukses,3.0;
indah ambang,4.0;
gombrong,3.0;
ya,4.0;
rani,4.0;
gombrang,3.0;
kaci,4.0;
lembuk,3.0;
antusiasme,3.0;
amanah,5.0;
energi,3.0;
cublik,4.0;
gembur lambuk,3.0;
positif,4.0;
sauh,4.0;
nyamleng,5.0;
saur,3.0;
pegawai,3.0;
tajam pikir,4.0;
garing,5.0;
manggala,3.0;
permadani,3.0;
kredibel,3.0;
guar,3.0;
gerak hati,4.0;
kipu,4.0;
bumbu,5.0;
sains,3.0;
nian,4.0;
kasatmata,4.0;
jamik,3.0;
hasil,3.0;
definisi,3.0;
afirmasi,3.0;
jamhur,3.0;
gres,4.0;
gerha,3.0;
alir darah,4.0;
dana,4.0;
tabung bambu,3.0;
kasual,3.0;
teja,4.0;
donor,3.0;
warna dadu,3.0;
akomodasi,3.0;
cegar,4.0;
bayang bayang,3.0;
tambat,3.0;
jawara,3.0;
rakit,3.0;
suara halus,4.0;
rawa,4.0;
ukur,3.0;
angkat angkat,4.0;
langgeng,4.0;
deduksi,3.0;
bestari,4.0;
ringan tulang,5.0;
prasarana,3.0;
wasiat,4.0;
bisnis,3.0;
tongkeng,5.0;
untir,4.0;
masakan,3.0;
sapih,4.0;
sinkronisasi,3.0;
jelajah,3.0;
cari jalan,3.0;
remas remas,3.0;
terala,3.0;
bulang,3.0;
prayojana,3.0;
duit,4.0;
limbuk,3.0;
individual,4.0;
terkadang,3.0;
linuhung,3.0;
seri,4.0;
infak,4.0;
maskapai,3.0;
ovum,4.0;
paradigma,3.0;
tempoh,3.0;
lentera,4.0;
kandis,4.0;
biduanda,5.0;
getas,5.0;
pelupuk mata,4.0;
taruk,3.0;
konsensus,3.0;
luncur,3.0;
anteng,4.0;
ulas,3.0;
anak adam,3.0;
integrasi,3.0;
pendekar,3.0;
perlu,5.0;
dikte,3.0;
beril,4.0;
spesifikasi,3.0;
lantun,3.0;
dakaik,3.0;
desain,4.0;
ceri,4.0;
simpatisan,3.0;
sembir,4.0;
ihsan,4.0;
tegas,3.0;
defensif,4.0;
selesa,3.0;
struktur,3.0;
ajudan,4.0;
wagu,4.0;
konon,3.0;
tabah,5.0;
gemi,3.0;
tenaga kerja,3.0;
ranum,5.0;
juru,3.0;
lektur,4.0;
betul,3.0;
semu,3.0;
rezeki,3.0;
trendi,3.0;
imaji,3.0;
bahaduri,4.0;
semringah,4.0;
wirid,4.0;
makruf,4.0;
lisan,3.0;
teraso,4.0;
intensi,3.0;
gutuk,4.0;
terkadang kadang,3.0;
gambir,3.0;
makna,4.0;
makbul,3.0;
jelak,3.0;
sebut,3.0;
tokcer,4.0;
serbaserbi,3.0;
bikin,3.0;
piawai,4.0;
nasabah,4.0;
segeh,3.0;
mahfum,4.0;
lini,4.0;
atom,3.0;
faal,4.0;
jenis jenis,3.0;
mustakim,4.0;
jumpa muka,3.0;
malim,3.0;
genial,4.0;
spontan,3.0;
selera,3.0;
jigrah,3.0;
bonyok,5.0;
tangkul,3.0;
kreasi,3.0;
kapasitas,3.0;
cipta,3.0;
hakimah,4.0;
kipas,3.0;
neces,4.0;
efektif,5.0;
gani,4.0;
hulubalang,3.0;
buyung,4.0;
lingkung,3.0;
kisas,3.0;
bumbung,3.0;
nomine,5.0;
bujang,4.0;
paham,3.0;
khuluk,3.0;
konklusi,3.0;
peringkat,4.0;
panglima,3.0;
legawa,4.0;
natur,3.0;
ajojing,3.0;
wibawa,3.0;
dagang,3.0;
pukal,3.0;
orientasi,3.0;
ilmu,4.0;
kontan,3.0;
sing,5.0;
langlang,4.0;
merger,3.0;
alih generasi,4.0;
megah,4.0;
pesam,4.0;
zakiah,4.0;
laju,4.0;
kompetensi,3.0;
adiluhung,3.0;
konseptual,3.0;
sentosa,5.0;
sebu,3.0;
raun,4.0;
musara,3.0;
riwayat,3.0;
gempa bumi,4.0;
jajak,3.0;
testimoni,3.0;
doyan,3.0;
salat,5.0;
otak tajam,4.0;
laras,3.0;
manusia,3.0;
panil,4.0;
pedoman,4.0;
kiat,3.0;
punya,4.0;
gilir,3.0;
administrator,3.0;
embel embel,5.0;
kedai susu,4.0;
kenyang,3.0;
heban,4.0;
mutakhir,4.0;
interes,4.0;
buai,3.0;
tenteram,4.0;
organisasi,3.0;
imitasi,3.0;
utara,3.0;
iktifak,4.0;
puja,4.0;
emong,3.0;
superior,4.0;
muktabar,3.0;
presiden,3.0;
pemair,3.0;
gudi,4.0;
prakira,3.0;
baru,4.0;
tiru,4.0;
gempa,4.0;
jangka,3.0;
bahadur,5.0;
bayangkara,3.0;
lajnah,3.0;
pakat,4.0;
kilan,3.0;
eksemplar,3.0;
artifisial,3.0;
unda,3.0;
model,3.0;
vak,3.0;
eco,5.0;
teoretis,3.0;
reaksioner,3.0;
ornamen,5.0;
belagu,4.0;
pengalasan,3.0;
telusur,3.0;
buat,3.0;
adika,5.0;
kadang kadang,3.0;
insinye,4.0;
tata tertib,3.0;
ruji,3.0;
pinisepuh,3.0;
lembik,5.0;
timba,4.0;
tabe,3.0;
lila,4.0;
terbit selera,3.0;
dadak,3.0;
serbasama,3.0;
paduka tuan,4.0;
kemudi,3.0;
gobek,3.0;
saruk,4.0;
varia,3.0;
itifak,4.0;
tiba,3.0;
rawi,3.0;
bimbit,3.0;
jidur,3.0;
impi,3.0;
prasetia,3.0;
belok,3.0;
martil,3.0;
konsolidasi,3.0;
kes,3.0;
konstruktif,3.0;
rama,3.0;
girik,3.0;
elektromotif,3.0;
panitia,3.0;
afair,3.0;
budiman,4.0;
gemirang,4.0;
tiang pancang,3.0;
otentik,3.0;
porsi,4.0;
dengar dapat,3.0;
tajali,3.0;
harmonisasi,3.0;
jiawang,5.0;
meri,3.0;
maut,4.0;
objektif,4.0;
level,4.0;
mapan,3.0;
muhibah,4.0;
bangga,3.0;
sepada,3.0;
kikir,4.0;
bantal,3.0;
daya cipta,4.0;
mandraguna,4.0;
sadu,3.0;
prigel,4.0;
perkolasi,3.0;
muwafakat,3.0;
inventif,4.0;
sulur,3.0;
abah,3.0;
kinte,3.0;
kedodoran,3.0;
kelelawar,3.0;
kicu,3.0;
kakap,4.0;
tabah hati,5.0;
eksplorasi,4.0;
realistis,4.0;
utas,4.0;
pagon,3.0;
kuala,4.0;
aktual,4.0;
merta,3.0;
bajik,4.0;
petes,4.0;
esa,3.0;
renovasi,4.0;
cendera mata,4.0;
tikar,3.0;
kanjeng sultan,4.0;
budak,4.0;
konformitas,4.0;
abadi,4.0;
takzim,3.0;
potensi,3.0;
proyeksi,3.0;
stamina,3.0;
idiosinkratis,4.0;
ahli,3.0;
pangkat,5.0;
semak semak,3.0;
pusat,3.0;
seia,3.0;
iler,3.0;
campur,5.0;
paheman,4.0;
cindur mata,4.0;
lapis,3.0;
paramarta,4.0;
watak,3.0;
yamtuan,4.0;
gapah,5.0;
religiositas,3.0;
vakansi,3.0;
spesial,4.0;
asrama,3.0;
orisinal,3.0;
elena,2.0;
dosen,1.0;
shuttle,1.0;
administrasi,1.0;
lppp,1.0;
gedung,1.0;
perpustakaan,2.0;
skl,1.0;
fakultas,1.0;
program studi,2.0;
prodi,1.0;
kaprodi,1.0;
departemen,1.0;
ptnbh,1.0;
penelitian,1.0;
rektor,1.0;
prestasi,1.0;
visi misi,2.0;
kalender akademik,2.0;
apps unnes,1.0;
akademik,1.0;
ukt,1.0;
kkn,1.0;
mbkm,1.0;
kampus merdeka,2.0;
msib,1.0;
kemahasiswaan,1.0;
sarjana,1.0;
pascasarjana,1.0;
magister,1.0;
doktor,1.0;
unnes,1.0;
