word,weight
layak,3
gelincir,1
simpul,3
mutu,3
pengaruh,3
bara,2
nikmat,3
atur,4
awat,5
redam,1
luk,3
suplai,2
sembul,1
susut,1
tuju,3
tegur,2
tangan,1
lupa,1
pelamin,4
sembur,1
nila,2
asket,2
allah,2
sesal,1
tutup mulut,1
gelanggang,2
hias,3
beli,2
curiga,1
colok,2
cekat,2
prihatin,2
tanding,2
taat,3
damping,1
arti,1
pelamin,3
tunang,3
sanjung,2
hujan gerimis,1
suap,1
gelesot,1
sayang,3
serah,2
serunda,2
milik,1
kuat batin,3
tukar akal,1
biar,1
kualitas,4
pasang hidup,4
cium telapak kaki,1
bijak,3
dunia,1
faedah,4
ganyang,1
raih,2
bayang,2
jaring,3
gelora,2
lorot,1
banting,1
uji,1
libur,3
kerabat,3
tarik hati,3
cadang,2
aktif,2
gema,1
rilis,3
saksi,1
lucu,3
gali ilmu,4
hayat,3
jejal,1
arah,1
antisipasi,3
hidup,2
terang,2
imla,1
kepada tuhan,3
salin,3
parade,1
konfirmasi,3
wujud,2
kasih,2
iktikad,2
tunggu dunia,2
angsur,1
budi pekerti,3
hikmah,2
cemplung,1
rekam,2
buru,1
tampil,1
bakat,4
luas,3
pacar,2
bakar,1
taraf,3
bisu,1
jalan bebas hambat,2
rebut,1
cegah,2
toreh,1
anyar,4
gari,3
lambung,2
batu,2
makan,1
keluang,3
lindung,4
rinai,1
bimbing,3
cantik,2
gentar,1
gairah,3
lunas kapal,2
jago,3
dagel,3
ramai,3
jaga,2
semangat,4
duli,4
temu,2
jeblos,1
serempak,3
saji,4
fasilitas,2
lukis,2
teguh batin,3
pantar,1
lawas,1
lawan,1
tumpang tinggal,1
pantai,1
puas,3
tahan,1
parkir,1
nyaman,4
pandai,4
tara,2
titi,2
perata,2
indah,3
kenyam,1
taksir,3
hubung,1
kait,1
orak senyum,2
bahagia,4
seragam,1
coret,2
indah,3
lebun,3
wadak,3
lebuk,3
saji,4
renung,3
ajar,3
dikara,3
khalis,4
putus,3
faktitius,3
pasang,4
mafhum,3
stabilitas,4
bapa,3
manis,5
tekan jiwa,4
tempo tempo,3
piuh,3
patuh,3
anak sekolah,3
promosi,3
takyin,3
ketapak,3
gembira,4
kunci,3
langgan,4
lancung,3
tunas,3
geleng geleng,4
kobar kobar,4
bacot,3
lakon,3
usil,4
ansar,4
lezat,4
binen,3
abid,3
awak,5
belukar,3
remeh,4
banyol,3
sendeng,4
tanda,4
komplet,3
tindak,3
amerta,3
analisis,4
latih,4
tunduk,3
ganti,3
karyawan,3
kondang,5
kalong,3
rias,3
kecong,3
dewana,3
sukacita,3
perwira,4
tela,3
padu,4
sarap,3
candrasa,3
pegang kitab,4
apas,5
sesuai,4
sufi,4
letak,4
digdaya,4
kadang,3
rentang,3
formasi,3
sagang,4
nyata,4
prawira,4
balik akal,3
astagfirullah,3
kesohor,5
mabrur,4
harkat,5
geger,4
jernih,4
balas,3
susur,3
acuh acuh,4
inayat,4
bantah bantah,5
kadar,5
kaji,4
derau,3
distribusi,3
unggul,5
butuh,4
tegap,3
rang,3
mulut sungai,4
wekel,4
percaya,3
cantum,4
harta,4
sakelek,4
manja,5
elok,3
fit,4
izin,3
widyaiswara,3
paduka,4
solek,3
akar,5
giat,4
hikayat,3
serikat,3
huni,3
cendera,4
ugahari,3
sohor,4
akal,4
sepatu,3
rangsang,3
kawak,5
azamat,4
sekar,5
gempar,4
angan,3
sekah,3
ramal,3
sekam,3
tundang,3
bausuku,3
perinci,3
gantung,4
suai,3
taruh,3
jala,3
resam,3
ahad,3
martabat,4
andur,3
cermin,3
hukum,4
umur,4
duga,3
tokok,3
lurus,4
juak juak,5
maaf,5
jalan,3
lilit,3
fantasi,3
makhluk,3
rana,4
alun,3
bubuh,4
andil,4
gatra,3
petah lidah,4
tengkuluk,3
instingtif,3
donatur,3
jibilah,4
pusaka,4
perseptif,3
otomatis,3
rupawan,5
preinan,3
absorpsi,3
mangkak,3
warok,3
paket,4
preseden,4
sanggama,5
endut endut,3
eksklusif,4
runtut,3
daun,4
mata gawai,4
hayo,4
eksplisit,3
sinuhun,4
simpan,3
longo,3
sosialita,5
untung,4
bulat,3
hipotetis,3
perai,3
mampu,4
fatamorgana,3
ledos,3
sungging,5
sambang,4
spesialis,4
interupsi,3
refleks,3
jenang,4
dok,4
hadir,3
dol,3
metah,4
malayari,3
maimun,4
datar,3
lanyak,4
diam,4
gajak,4
bisik,4
bakir,4
kenduri,4
tangkis,3
sengat,5
bain,3
delusi,3
cebik,4
kelos,3
telur,3
preventif,4
capai,4
guna,5
stop,3
imbuh,3
tongkat,3
ekstremis,3
khayal,4
sosialistis,3
tungkak,4
khusus,3
perian,3
sauk,3
serentak,3
panggul,4
habis,3
gubah,3
bagak,5
bagas,5
angan angan,4
takwa,4
kenang,3
sali,3
awas,4
jreng,3
kuat,3
sahaja,5
figur,3
oleh,3
oleh,3
arif,3
sebat,4
milik,3
gebyar,4
sedeng,3
mahir,4
hina,4
martabat,5
ikat,4
pionir,3
akidah,4
penting,5
napas,3
gigil,3
trengginas,5
pulut,3
bangun,3
jaya,4
sintal,3
lemah,5
susah hati,3
stupa,4
lemas,5
jantan,5
anak,3
jabar,3
reka,3
putus,4
intuitif,3
sorong,4
impulsif,3
cermin,4
cerdik,4
inferensi,3
jasa,4
sintetis,3
ramanda,3
intan,3
tanggap,3
takrif,3
moratorium,3
kira,-2
benang,4
servis,3
reksa,3
bugar,4
silang dapat,3
kakek,3
gengsi,4
karsa,3
tebar,3
kesan,4
istirahat,3
kaisar,4
catat,3
bentuk,4
angkat,3
rais,3
atas,3
studi,4
fusi,4
lulus,3
,4
suntuk,5
ibu,3
girang,3
rembuk,3
kunyah,3
moblong,3
cedera,5
ajar,4
tulen,3
imbas,3
lindu,4
lantip,3
daya tahan,5
bergas,5
pintar,4
cucu adam,3
pelesir,3
sangkil,4
endus,3
elu,3
kerja,3
otot,4
cengkau,3
daim,3
pesona,5
untung,4
riah,3
gila,3
giat,3
mufakat,4
kimah,5
surat tanah,3
moral,4
kundang,5
salim,4
rimba,3
riang,4
estetik,4
murid,3
runtut,3
didik,3
umi,4
sukat,3
muktamar,4
tanda tanda,4
sunan,4
tawarikh,3
iba,4
urai,3
lampu,4
efek,3
rafi,3
transendental,3
kicau,3
primitif,3
jadah,3
halang,3
produk,3
cedok,3
animo,4
jaya,4
duka,4
nikmat,4
sembahyang,4
suam suam kuku,4
ronda,3
paya,4
pantul,3
panorama,3
ampas kopi,3
nama,4
gentas,3
samseng,3
rela,5
talenta,4
bangkit selera,3
komplot,4
tasamuh,5
ura ura,4
khas,4
pokta,5
nista,4
resep,3
anggar anggar,3
penat,4
aneh,4
lestari,4
ganjar,5
emir,4
siswa,3
kontributor,3
minat,4
manjur,4
vista,3
dalam,4
tip,4
santun,4
panas,-4
kepleset,3
himpun,3
golong,5
tepat,3
mahdi,3
contoh,4
jahil,4
gamat,4
roh,4
tangkas,4
harmonis,3
serikat,3
gerecok,4
sarju,4
anak sasian,3
tuan,4
bapang,3
santer,4
lepas,3
kohesi,4
seraya,4
jebak,3
jelang,3
wisma,3
rusak,3
lambuk,3
sumber,4
simpuh,3
kits,5
sambat,4
nali,3
konsultasi,3
bakh,4
ordo,3
cekel,4
orde,3
tumpil,3
direktur,3
jiwa,3
praktis,4
santir,3
pakai,4
denda,3
longo,3
akil,4
bos,3
eka,3
hilang,3
lakeri,3
bandung,3
transparan,3
gubris,3
jaya,4
prei,3
pere,3
sendat,4
peri,3
ulama,3
aya,3
bungkus,4
pintas,3
mikroanalisis,3
upaya,3
ikut,3
kumpul,3
nirmala,4
gampang,4
ganduh,3
rembuk,3
terima kasih,5
kamil,3
kanjang,4
perdeo,4
benak,3
jajah,3
akal,4
perinci,3
taruh,4
drastis,4
arketipe,3
suci,4
daya gabung,4
hiruk,4
vitalitas,3
panjang,3
perlup,3
primbon,4
jelas,3
hampar,3
ribut,4
mustajab,4
aduh,3
cuti,3
kontemporer,3
kasihan,4
purusa,3
putus,3
kodrat,4
alas,4
karimah,4
misbah,4
girang lega,4
nuftah,3
inventivitas,4
tentu,3
cerap,3
prima,4
makan,3
intelektual,3
zaim,3
preferensi,3
himpun,3
gombroh,3
cepat,4
pangus,5
permanen,3
benang raja,4
prodeo,4
nama,5
tenang,4
eja,3
sawala,3
trauma,4
biang keladi,3
lipur,4
libat,3
bukti,3
ajal,3
duga,3
prediksi,3
lampas,4
sempena hati,4
taksir,5
boleh,4
tahu,4
kaji,4
tiris,3
gusti,4
recok,4
bianglala,4
tating,3
senandung,4
bisa,4
prakarsa,3
libat,3
gembur,5
kelilip,3
besar,4
semarak,3
gede,3
hasrat,3
tinggal,4
patroli,4
sumpah,3
timbal,4
baca,4
nanti,3
terus,2
data,3
simetris,3
beber,3
benar,3
protektor,3
patok,4
pelamin,4
lugu,4
ventura,3
bentuk,3
pegah,5
sero,3
polemik,3
aras,4
keluar darah,4
gempar,4
widita,4
kebaji,4
tuntun,3
sender,4
patuh,4
atur,4
hukum,3
cari akal,3
batas,3
fertil,4
besar,3
kusa,3
bineka,3
wantah,3
anut,4
ideal,3
pinda,4
ana,5
tinggal,4
samun,3
mustaid,3
solah,4
puadai,4
cita,3
arti,3
mullah,3
kesal,4
aneka,3
rahasia,3
ganjar,5
adakala,3
mantap,4
didik,3
dispensasi,3
tangkal,4
anggar,3
sublim,3
tekan mental,4
ganjar,3
prominen,5
disiplin,3
kosen,4
lebur,3
bilhak,3
pestaka,4
bekas,4
kincung,3
perut,3
cumil,4
keri,4
bekal,3
kecam,3
sendel,4
traktat,3
terjemah,3
pejatian,3
infinit,3
nyanyi,4
ambil contoh,4
mekar,3
klien,4
sosial,4
kempuh,5
rupa,3
radu,3
alem,4
tuju,4
sembuh,4
ulur,3
garda,3
kincang,3
konspirasi,4
susuk,3
keduduk,4
geser,5
ganti,3
cenangkas,3
bingkas,3
lesap,3
montok,3
ingat,3
pop,5
rahim,4
pola,3
heran,3
anak didik,3
dekorasi,5
status,4
tumpah,3
jamin,5
eneng,5
statis,4
alam,4
tempuh hidup,3
comel,4
celengan,3
kerja,3
hutan,3
pacangan,3
mukibat,3
hilir,4
takjub,3
populer,5
ampuh,4
lapang,3
lintas rimba,3
ubah,4
tanda jasa,4
sami,3
pas,3
licin,4
manila,5
bayang,3
sinar,4
atraktif,4
riil,4
kreativitas,4
ketuk,3
pelamin,4
rekognisi,5
genit,5
letih,4
warna,4
girang ceria,4
pamor,3
mulia,3
khalas,3
kaget,3
kaca,4
asoi,3
sportif,3
guntang guntang,3
damar,4
momentum,3
segar,4
buru,3
titip api,3
segar,3
dodor,3
klasik,3
purna,3
harga,3
terima,3
mufakat,3
tajam,3
geger,4
kecil,4
himpun,3
alami,3
kumai,3
serapah,4
federasi,3
lunak,5
,3
debuk,3
pajang,4
ilusi,3
serobot,3
rekan,4
fatanah,3
kaki tangan,4
kelih,4
gera,4
akuan,3
layan,3
tersem bunyi,5
jelang,3
rumput,3
pinggul,4
simpleks,3
nuri,3
biasa,3
spesialisasi,3
kalis,4
maslahat,4
remeh,3
seemak,3
julat,3
gali,4
pokok,3
catu,4
nyana,3
cebak,3
tumpuk,4
daftar,3
semara,4
teduh,3
fadil,3
punia,4
kecambah,3
tenaga,3
tutuk,3
tangsel,3
yang tuan,4
damba,3
romantis,4
monopoli,3
interpretasi,3
sambung tangan,4
ab,3
pantat,3
wiladah,3
contoh,4
sri paduka,4
umat,3
derma,3
kenal,5
labiovelar,4
gabung,3
langsung,3
kroni,4
sregep,4
sangka,3
derai,3
majenun,3
cermin,3
gol,3
rampuh,3
kampanye,3
putra,3
sen,4
drama ria,3
deteksi,3
ambisi,4
tedas,3
berahi,5
tepa salira,5
kumpul,3
ngira,3
urus,2
adab,3
probabilitas,3
vila,3
degap,3
setia,3
mufaham,3
tandas,3
komplemen,5
muka,5
layan,4
mahabah,4
gagah,4
nafsu,3
kali,3
tembus,3
binasa,3
efisien,4
radikal,3
gigi,3
pelit,4
ulur tangan,4
licin,4
adun,3
suasana,4
recok,4
sani,3
cempiang,3
kujarat,5
zakelek,4
margrit,3
afdal,3
remeh,4
foto,-2
masyhur,4
salah ketik,-3
ketik,2
imbuh,4
tukar cincin,3
betapa,4
tambah,3
abu,3
semayam,4
panas kuku,4
distingtif,4
cegah,4
idam,3
acau,4
jaswadi,3
pukau,4
muara,4
bahagia,4
samad,3
asa,3
perhati,4
suplemen,5
dusin,4
wisuda,3
cengang,4
plong,3
hormat,5
sungguh,4
serasi,3
muai,3
latih,3
kumpul,3
isi perut,3
tahan lasak,4
milik,3
golong,4
transaksi,3
kreatif,4
cukup,4
heran,4
astaga,3
sangkut paut,3
mukim,3
jadi,3
grahita,3
pusing,4
prediksi,3
cahaya,4
sepele,4
kategori,4
autentik,3
wawancara,3
tahan,3
dominasi,3
mola,4
anggap,3
lendeh,3
asuh,3
pendam,4
prabu,4
bapanda,3
rotan,4
kudus,4
derajat,4
sukses,3
indah ambang,4
gombrong,3
tebak,3
tangan,3
ya,4
rani,4
dendam berahi,5
gombrang,3
kaci,4
lembuk,3
elegan,4
gagah,5
antusiasme,3
amanah,5
ganggu,4
energi,3
isbat,3
tongkat,4
cublik,4
gembur lambuk,3
anggap,3
positif,4
sauh,4
nyamleng,5
saur,3
sengal sengal,3
tumbuk,4
pegawai,3
mesra,4
tunggu,3
malu,3
tajam pikir,4
garing,5
bersitegang,4
intrik,4
manggala,3
balas,4
permadani,3
papar,3
kekal,3
kredibel,3
guar,3
gerak hati,4
kipu,4
bumbu,5
muncul,3
ria,3
sains,3
nian,4
kasatmata,4
jamik,3
imbang,4
lebai,4
seringai,4
hasil,3
batas,3
definisi,3
komplot,4
afirmasi,3
jamhur,3
gres,4
gerha,3
alir darah,4
dana,4
tabung bambu,3
atur,4
terka,3
rukun,3
buka,5
kasual,3
teja,4
lagak,4
sayap,4
donor,3
warna dadu,3
akomodasi,3
tebak,3
cegar,4
bayang bayang,3
tambat,3
jalan,3
enak,4
asuh,3
lewat,3
jawara,3
rakit,3
suara halus,4
rawa,4
ukur,3
cantik,3
dalang,3
angkat angkat,4
bentuk,3
langgeng,4
deduksi,3
bestari,4
ringan tulang,5
prasarana,3
sandar,4
wasiat,4
bisnis,3
langkah,4
tongkeng,5
untir,4
masakan,3
gantung,3
putus,4
sapih,4
bayang bayang,3
cokol,3
sinkronisasi,3
jelajah,3
cari jalan,3
remas remas,3
terala,3
muncul,3
upa,4
bulang,3
prayojana,3
duit,4
biadab,3
tajam,4
limbuk,3
individual,4
suguh,4
terkadang,3
debat,3
dalam,3
linuhung,3
seri,4
korek,4
infak,4
maskapai,3
arah,3
ovum,4
ugal ugalan,3
centil,5
paradigma,3
tempoh,3
lentera,4
pilin,3
kandis,4
selamat,4
andal,5
benci,4
biduanda,5
getas,5
desa,4
pelupuk mata,4
taruk,3
konsensus,3
luncur,3
anteng,4
ulas,3
anak adam,3
integrasi,3
pendekar,3
perlu,5
dikte,3
lapang,3
beril,4
spesifikasi,3
lantun,3
runcing,4
dakaik,3
desain,4
peluk,4
tunas,3
ceri,4
kait,3
ria,4
simpatisan,3
liput,3
singkap,3
sembir,4
dandan,3
ihsan,4
tegas,3
defensif,4
sepele,4
sangga,4
resap,3
selesa,3
struktur,3
puji,4
ricuh,3
ajudan,4
wagu,4
konon,3
baik,3
tabah,5
gemi,3
tenaga kerja,3
dahulu,3
heboh,4
ranum,5
lembek,5
juru,3
lektur,4
betul,3
sukar,4
pilih,5
semu,3
rezeki,3
baca,3
trendi,3
guna,4
imaji,3
bahaduri,4
semringah,4
wirid,4
cokol,4
energik,5
mantap,4
makruf,4
lisan,3
teraso,4
intensi,3
gutuk,4
terkadang kadang,3
cemerlang,4
gambir,3
makna,4
makbul,3
jelak,3
sebut,3
penting,4
tokcer,4
serbaserbi,3
bikin,3
piawai,4
tentu,3
nasabah,4
segeh,3
ganjar,5
terka,3
linu,4
mahfum,4
tegur,3
kemas,3
capai,3
lini,4
atom,3
faal,4
jenis jenis,3
mustakim,4
jumpa muka,3
malim,3
limpah,4
dengung,3
genial,4
alangkah,4
spontan,3
tolak,4
kuasa,4
cermin,3
dikte,3
selera,3
jigrah,3
bonyok,5
kismat,4
tangkul,3
kreasi,3
buka mata,4
andai,3
kapasitas,3
kait,3
cipta,3
hakimah,4
akhlak,4
tuntun,3
lapang,3
kipas,3
neces,4
doktrin,3
sibuk,4
efektif,5
gani,4
hulubalang,3
arif,4
buyung,4
lingkung,3
keluar,3
ragam,4
bimbing,3
kisas,3
rupa,4
bumbung,3
nomine,5
bujang,4
paham,3
khuluk,3
konklusi,3
suap,4
peringkat,4
panglima,3
tenggang,5
junjung,4
legawa,4
eja,3
sambung tangan,4
jalan,3
natur,3
ajojing,3
wibawa,3
tunggak,3
dagang,3
pukal,3
saji,4
orientasi,3
daulat,4
ilmu,4
kontan,3
sing,5
langlang,4
lagu,4
merger,3
alih generasi,4
mula,3
megah,4
pesam,4
kucur,4
api,4
caplok,3
gangsar,4
zakiah,4
dakwa,3
laju,4
kompetensi,3
adiluhung,3
konseptual,3
sentosa,5
bakti,4
sebu,3
raun,4
rencana,3
musara,3
sandar,3
riwayat,3
gempa bumi,4
banjir,4
tenggang,3
lilit,3
jajak,3
cerna,3
testimoni,3
doyan,3
salat,5
bareng,3
otak tajam,4
laras,3
catat,3
lontar,3
abai,4
darah,4
manusia,3
pegah,5
panil,4
pedoman,4
kiat,3
kias,4
punya,4
gilir,3
administrator,3
makna,5
embel embel,5
perang,3
kedai susu,4
kenyang,3
heban,4
daya pikir,3
mutakhir,4
interes,4
kasihan,4
lintang,3
buai,3
tenteram,4
organisasi,3
imitasi,3
telinga merah,4
enteng,4
utara,3
iktifak,4
daya,3
puja,4
sanjung,4
emong,3
superior,4
takar,3
muktabar,3
babar,3
presiden,3
pemair,3
akibat,3
gudi,4
prakira,3
baru,4
tiru,4
gempa,4
kuat,5
jangka,3
bahadur,5
bayangkara,3
lajnah,3
pakat,4
simpan,3
ronda,4
sembah,4
santun,3
cat,4
kilan,3
eksemplar,3
rupa,4
artifisial,3
mati,4
unda,3
model,3
vak,3
eco,5
baru,4
tenang,5
teoretis,3
reaksioner,3
santun,4
ornamen,5
belagu,4
pengalasan,3
telusur,3
buat,3
nama,5
dukung,4
pegang,4
temu,3
adika,5
kadang kadang,3
final,3
umum,3
insinye,4
bayang,3
tata tertib,3
jajah,3
tenaga,5
ruji,3
tertib,3
pinisepuh,3
main,4
lembik,5
seloroh,3
dobrak,3
bidas,3
tertib,4
batas,3
timba,4
idam,3
tabe,3
leceh,4
lila,4
terbit selera,3
lolos,3
dadak,3
jenang,4
serbasama,3
paduka tuan,4
ceria,4
kemudi,3
absurd,3
labuh,3
transaksi,4
gobek,3
susah,4
ikut,4
bayan,3
saruk,4
mudah,3
dingin,4
varia,3
itifak,4
tiba,3
rawi,3
paut,3
tiru,3
bimbit,3
gemar,5
sput,4
rakit,3
tanduk,3
anjung,4
bubuh,4
jasa,4
jidur,3
ajar,4
terang,4
nyanyi,3
impi,3
antara,4
prasetia,3
atas,3
seluk,3
simpuh,3
belok,3
ambil,4
hiruk pikuk,4
martil,3
pukau,4
konsolidasi,3
sehat,4
selesai,3
kes,3
oles,4
kandung,5
imbas,3
luluh,5
konstruktif,3
rama,3
girik,3
elektromotif,3
cemas,4
percaya,4
tegang,4
panitia,3
tepat,4
lahir,3
usaha,3
afair,3
budiman,4
gemirang,4
mustahil,3
sambat,5
enteng,4
imbas,3
tiang pancang,3
otentik,3
tangkap,3
sohor,5
bawa,3
porsi,4
ambil,3
dengar dapat,3
tajali,3
anggar,3
rembuk,4
harmonisasi,3
jiawang,5
bedah,3
meri,3
maut,4
objektif,4
level,4
agam,5
mapan,3
emosi,3
muai,3
hasil,3
muhibah,4
bangga,3
sepada,3
kikir,4
bantal,3
gambar,3
cedok,3
daya cipta,4
benak kepala,3
puja,3
mandraguna,4
ukur,3
sadu,3
prigel,4
perkolasi,3
jarak,3
cerita,3
muwafakat,3
tambah,5
inventif,4
sulur,3
abah,3
kinte,3
kedodoran,3
pola,4
kelelawar,3
kicu,3
hantu,3
nilai,5
kakap,4
busana,4
otak,3
erti,3
tabah hati,5
eksplorasi,4
realistis,4
daif,4
utas,4
suai,3
tuntun,3
candu,3
kapah kapah,3
pagon,3
kuala,4
laras,3
aktual,4
merta,3
apit,4
belenggu,3
bajik,4
derajat,5
petes,4
ganjil,4
keras hati,4
pesat,4
gerak gerik,4
esa,3
renovasi,4
cendera mata,4
tikar,3
kanjeng sultan,4
ribut,4
budak,4
pulas,3
konformitas,4
bingkis,4
kenal,5
abadi,4
darah,4
merah,4
asri,4
takzim,3
potensi,3
proyeksi,3
sekongkol,4
stamina,3
maksud,3
idiosinkratis,4
mujarab,4
ahli,3
tamat,3
disiplin,4
maklum,3
harga,4
pangkat,5
semak semak,3
pusat,3
seia,3
lepek,3
dedengkot,3
iler,3
konco,4
lelah,4
gengsi,4
bentrok,5
bijih,3
campur,5
paheman,4
ikat,3
rias,3
cindur mata,4
lapis,3
paramarta,4
riah,3
watak,3
tokok,3
lantik,3
yamtuan,4
gapah,5
religiositas,3
lari,3
vakansi,3
spesial,4
asrama,3
orisinal,3
parkir,1
elena,2
dosen,1
shuttle,1
layan,1
sampah,1
administrasi,1
lppp,1
gedung,1
perpustakaan,2
skl,1
fakultas,1
program studi,2
prodi,1
kaprodi,1
departemen,1
ptnbh,1
penelitian,1
rektor,1
prestasi,1
visi misi,2
libur,1
kalender akademik,2
apps unnes,1
fasilitas,1
ruang,1
kelas,1
akademik,1
ukt,1
kkn,1
mbkm,1
kampus merdeka,2
msib,1
giat,1
lantip,1
kemahasiswaan,1
sarjana,1
pascasarjana,1
magister,1
doktor,1
unnes,1